FPR,TPR
0.0018214936247723133,0.02046783625730994
0.0018214936247723133,0.04093567251461988
0.0018214936247723133,0.06140350877192982
0.0036429872495446266,0.08187134502923976
0.0036429872495446266,0.1023391812865497
0.0036429872495446266,0.12280701754385964
0.0036429872495446266,0.14327485380116958
0.0036429872495446266,0.16374269005847952
0.0036429872495446266,0.18421052631578946
0.0036429872495446266,0.2046783625730994
0.0036429872495446266,0.22514619883040934
0.0036429872495446266,0.24561403508771928
0.0036429872495446266,0.26608187134502925
0.007285974499089253,0.2807017543859649
0.007285974499089253,0.30116959064327486
0.009107468123861567,0.31871345029239767
0.009107468123861567,0.34210526315789475
0.01092896174863388,0.35964912280701755
0.014571948998178506,0.37719298245614036
0.01639344262295082,0.40058479532163743
0.01639344262295082,0.42105263157894735
0.018214936247723135,0.43859649122807015
0.018214936247723135,0.4590643274853801
0.018214936247723135,0.47953216374269003
0.025500910746812388,0.49122807017543857
0.030965391621129327,0.5029239766081871
0.03278688524590164,0.52046783625731
0.03825136612021858,0.5321637426900585
0.04371584699453552,0.5497076023391813
0.04918032786885246,0.5614035087719298
0.0546448087431694,0.5730994152046783
0.060109289617486336,0.6111111111111112
0.06739526411657559,0.6198830409356725
0.0692167577413479,0.6403508771929824
0.07650273224043716,0.6491228070175439
0.08561020036429873,0.6549707602339181
0.0947176684881603,0.6608187134502924
0.09836065573770492,0.6783625730994152
0.1092896174863388,0.6842105263157895
0.11475409836065574,0.695906432748538
0.11657559198542805,0.7134502923976608
0.12750455373406194,0.716374269005848
0.1384335154826958,0.7222222222222222
0.14025500910746813,0.7397660818713451
0.14754098360655737,0.7485380116959064
0.15846994535519127,0.7514619883040936
0.1657559198542805,0.7631578947368421
0.1785063752276867,0.7660818713450293
0.18579234972677597,0.7748538011695907
0.1912568306010929,0.7865497076023392
0.19854280510018216,0.7953216374269005
0.20765027322404372,0.8011695906432749
0.2204007285974499,0.8011695906432749
0.22950819672131148,0.8070175438596491
0.24043715846994534,0.8099415204678363
0.25136612021857924,0.8157894736842105
0.26229508196721313,0.8216374269005848
0.27140255009107467,0.8304093567251462
0.28051001821493626,0.8362573099415205
0.29143897996357016,0.8450292397660819
0.29690346083788705,0.8567251461988304
0.3114754098360656,0.8596491228070176
0.32604735883424407,0.8596491228070176
0.3333333333333333,0.868421052631579
0.36065573770491804,0.868421052631579
0.37158469945355194,0.8713450292397661
0.3861566484517304,0.8742690058479532
0.40437158469945356,0.8742690058479532
0.4134790528233151,0.8830409356725146
0.4262295081967213,0.8859649122807017
0.4371584699453552,0.8918128654970761
0.4517304189435337,0.8918128654970761
0.4644808743169399,0.8947368421052632
0.47540983606557374,0.9035087719298246
0.48633879781420764,0.9064327485380117
0.5136612021857924,0.9093567251461988
0.5264116575591985,0.9122807017543859
0.5409836065573771,0.9152046783625731
0.5537340619307832,0.9152046783625731
0.5664845173041895,0.9181286549707602
0.5792349726775956,0.9181286549707602
0.5938069216757741,0.9210526315789473
0.6229508196721312,0.9239766081871345
0.639344262295082,0.9239766081871345
0.6539162112932605,0.9269005847953217
0.663023679417122,0.9327485380116959
0.6739526411657559,0.935672514619883
0.6867030965391621,0.935672514619883
0.6994535519125683,0.9385964912280702
0.7140255009107468,0.9415204678362573
0.7249544626593807,0.9502923976608187
0.7358834244080146,0.956140350877193
0.7486338797814208,0.9590643274853801
0.761384335154827,0.9649122807017544
0.8142076502732241,0.9707602339181286
0.8306010928961749,0.9736842105263158
0.8415300546448088,0.9766081871345029
0.8524590163934426,0.9853801169590644
0.8633879781420765,0.9883040935672515
0.8797814207650273,0.9883040935672515
0.8925318761384335,0.9883040935672515
0.9052823315118397,0.9912280701754386
0.9180327868852459,0.9912280701754386
0.9271402550091075,1.0
0.9398907103825137,1.0
0.9526411657559198,1.0
0.9653916211293261,1.0
0.9781420765027322,1.0
1.0,1.0
0.0,0.0
1.0,1.0
