recall,precision
0.02046783625730994,0.875
0.04093567251461988,0.9333333333333333
0.06140350877192982,0.9545454545454546
0.08187134502923976,0.9333333333333333
0.1023391812865497,0.9459459459459459
0.12280701754385964,0.9545454545454546
0.14327485380116958,0.9607843137254902
0.16374269005847952,0.9655172413793104
0.18421052631578946,0.9692307692307692
0.2046783625730994,0.9722222222222222
0.22514619883040934,0.9746835443037974
0.24561403508771928,0.9767441860465116
0.26608187134502925,0.978494623655914
0.2807017543859649,0.96
0.30116959064327486,0.9626168224299065
0.31871345029239767,0.956140350877193
0.34210526315789475,0.9590163934426229
0.35964912280701755,0.9534883720930233
0.37719298245614036,0.9416058394160584
0.40058479532163743,0.9383561643835616
0.42105263157894735,0.9411764705882353
0.43859649122807015,0.9375
0.4590643274853801,0.9401197604790419
0.47953216374269003,0.9425287356321839
0.49122807017543857,0.9230769230769231
0.5029239766081871,0.91005291005291
0.52046783625731,0.9081632653061225
0.5321637426900585,0.896551724137931
0.5497076023391813,0.8867924528301887
0.5614035087719298,0.8767123287671232
0.5730994152046783,0.8672566371681416
0.6111111111111112,0.8636363636363636
0.6198830409356725,0.8514056224899599
0.6403508771929824,0.8521400778210116
0.6491228070175439,0.8409090909090909
0.6549707602339181,0.8265682656826568
0.6608187134502924,0.8129496402877698
0.6783625730994152,0.8111888111888111
0.6842105263157895,0.7959183673469388
0.695906432748538,0.7906976744186046
0.7134502923976608,0.7922077922077922
0.716374269005848,0.7777777777777778
0.7222222222222222,0.7647058823529411
0.7397660818713451,0.7666666666666667
0.7485380116959064,0.7596439169139466
0.7514619883040936,0.747093023255814
0.7631578947368421,0.7414772727272727
0.7660818713450293,0.7277777777777777
0.7748538011695907,0.7220708446866485
0.7865497076023392,0.7192513368983957
0.7953216374269005,0.7139107611548556
0.8011695906432749,0.7061855670103093
0.8011695906432749,0.6936708860759494
0.8070175438596491,0.6865671641791045
0.8099415204678363,0.6772616136919315
0.8157894736842105,0.6690647482014388
0.8216374269005848,0.6611764705882353
0.8304093567251462,0.6558891454965358
0.8362573099415205,0.65
0.8450292397660819,0.643652561247216
0.8567251461988304,0.6425438596491229
0.8596491228070176,0.632258064516129
0.8596491228070176,0.6215644820295984
0.868421052631579,0.61875
0.868421052631579,0.6
0.8713450292397661,0.5936254980079682
0.8742690058479532,0.5851272015655578
0.8742690058479532,0.5738963531669866
0.8830409356725146,0.5708884688090737
0.8859649122807017,0.5642458100558659
0.8918128654970761,0.5596330275229358
0.8918128654970761,0.5515370705244123
0.8947368421052632,0.5454545454545454
0.9035087719298246,0.5421052631578948
0.9064327485380117,0.537261698440208
0.9093567251461988,0.524451939291737
0.9122807017543859,0.519134775374376
0.9152046783625731,0.5131147540983606
0.9152046783625731,0.5072933549432739
0.9181286549707602,0.5024
0.9181286549707602,0.49683544303797467
0.9210526315789473,0.4914196567862715
0.9239766081871345,0.48024316109422494
0.9239766081871345,0.4737631184407796
0.9269005847953217,0.46893491124260356
0.9327485380116959,0.4670571010248902
0.935672514619883,0.463768115942029
0.935672514619883,0.45911047345767575
0.9385964912280702,0.4553191489361702
0.9415204678362573,0.45098039215686275
0.9502923976608187,0.44951590594744123
0.956140350877193,0.4473324213406293
0.9590643274853801,0.4438430311231394
0.9649122807017544,0.4411764705882353
0.9707602339181286,0.42618741976893454
0.9736842105263158,0.4220532319391635
0.9766081871345029,0.41959798994974873
0.9853801169590644,0.4186335403726708
0.9883040935672515,0.41625615763546797
0.9883040935672515,0.41169305724725946
0.9883040935672515,0.4082125603864734
0.9912280701754386,0.4055023923444976
0.9912280701754386,0.40213523131672596
1.0,0.4018801410105758
1.0,0.3986013986013986
1.0,0.3953757225433526
1.0,0.3922018348623853
1.0,0.3890784982935154
1.0,0.3838383838383838
0.0,1.0
